5439	96	37	10	17
15607	94	36	11	16
15486	27	12	7	3
16220	66	25	8	13
20123	75	18	.	16
17565	40	16	.	8
6128	86	38	11	16
15879	32	13	6	3
19849	90	34	9	16
13458	85	33	6	15
1174	54	24	8	12
10036	68	20	8	17
20304	85	24	9	14
16861	78	35	11	17
8592	89	30	5	13
6853	39	14	.	6
20610	96	34	13	15
327	81	30	.	13
4047	79	23	7	.
10192	42	15	7	4
11160	50	17	.	6
4940	73	30	9	11
20864	38	12	.	10
6510	56	23	6	12
9063	78	29	7	17
18982	92	26	5	17
4865	83	32	7	16
11586	16	4	5	.
11316	28	11	7	3
6067	86	32	.	15
5027	16	2	.	0
3859	59	23	6	11
20749	13	4	.	.
1110	83	34	6	17
14376	78	30	6	16
4237	23	10	.	3
12776	60	27	6	15
15483	41	15	7	8
14178	82	35	9	12
3498	90	31	7	18
13190	61	29	.	13
6031	75	27	.	16
5201	80	26	7	17
4432	96	28	7	17
19364	88	31	3	18
3721	51	22	9	14
18074	56	20	7	13
21220	43	16	6	13
8916	42	27	5	9
8077	92	35	.	16
15647	87	34	.	15
10728	59	22	9	11
18744	52	25	8	11
12488	73	30	9	17
361	86	38	8	15
8173	47	25	.	11
10150	16	4	8	1
6022	41	17	6	7
2340	45	10	.	12
2259	67	35	8	14
4418	45	19	6	10
15516	63	21	6	11
4630	87	26	8	17
6784	61	24	5	15
1090	90	30	5	17
6670	66	22	6	14
12459	83	36	12	17
17951	60	23	9	15
9956	32	15	.	5
1548	91	36	8	16
2166	84	24	7	17
16791	39	22	.	8
4159	97	31	8	19
16064	56	15	.	8
20034	50	20	10	12
2228	93	38	12	17
18197	82	24	7	16
1293	78	19	5	19
20287	89	26	.	16
6411	71	28	7	17
7916	77	30	9	10
15765	70	27	7	15
14275	78	29	8	16
49	73	25	9	15
10909	83	23	8	15
2608	44	22	7	9
9541	79	40	.	10
17008	90	23	5	10
489	62	23	9	14
12234	99	37	9	20
5150	75	31	8	11
8117	94	33	8	17
719	58	20	10	6
12554	64	15	7	18
20529	42	17	8	6
13332	85	31	11	18
231	0	3	.	0
1721	80	25	8	13
13597	88	36	11	15
3136	84	28	6	12
15668	85	23	8	14
3768	80	38	7	14
14382	34	22	7	11
17802	34	15	7	4
4128	94	34	8	14
18968	38	18	8	7
1138	50	20	6	12
4169	41	16	7	6
5457	79	26	6	14
1060	61	30	.	13
5942	87	25	10	16
6653	39	19	.	6
16679	72	33	10	10
11810	50	22	7	8
4791	51	15	8	11
14754	82	27	7	12
2842	48	22	8	10
13904	74	36	8	15
10053	95	35	9	17
20499	37	16	.	3
6991	65	28	4	12
5355	52	24	8	15
4414	79	24	7	14
6939	53	22	8	9
14526	83	31	9	16
14182	59	23	8	14
1150	86	37	.	20
19033	21	9	6	1
20359	50	18	6	14
13086	71	28	7	15
7640	94	29	6	17
3600	40	19	10	8
668	43	19	9	9
1855	55	24	7	12
7784	73	29	10	15
1438	68	27	.	10
5096	54	27	7	12
6943	53	25	6	10
3211	7	1	4	0
8400	88	34	4	17
10783	11	5	.	0
6714	96	29	.	14
13672	53	15	7	17
15140	74	28	7	14
3045	73	35	8	13
15266	45	14	7	14
8552	58	21	6	11
19017	96	40	9	19
146	66	17	.	12
11942	86	30	10	14
12670	75	15	7	18
10853	77	30	8	16
20856	69	23	6	12
12887	79	33	.	15
14955	40	17	9	5
18214	44	24	8	11
17410	42	21	.	7
20648	68	27	.	12
5941	38	18	8	12
20385	81	24	7	16
3438	14	1	.	0
15973	56	21	8	5
12011	78	20	7	12
17939	93	36	6	18
13078	77	26	6	14
4824	29	12	7	2
21008	94	37	11	12
17032	51	24	7	10
16970	86	29	5	20
10935	35	18	6	11
18835	43	18	.	7
14431	71	21	4	13
2095	20	11	.	1
20661	38	15	3	4
6378	86	31	11	18
16210	93	35	9	17
4790	71	23	.	15
19925	67	30	7	16
11822	92	41	.	19
4821	91	28	9	15
12522	91	26	.	13
11932	44	25	10	4
19490	45	23	7	4
9741	59	14	.	11
2432	84	24	6	19
8529	38	13	6	4
19473	62	18	6	14
21149	54	6	3	8
14138	81	27	6	17
18805	95	29	8	19
20892	47	17	.	7
3181	80	29	7	16
4808	75	33	.	18
10610	87	26	9	16
16230	28	15	5	3
13356	89	38	9	16
11685	79	18	.	16
18775	38	17	5	7
14724	83	26	7	16
12409	21	10	3	0
12355	55	23	8	12
8179	60	20	6	6
10325	56	27	7	13
9490	86	31	8	18
4628	91	37	9	18
6415	61	19	5	17
1029	75	35	9	15
18287	95	30	6	17
8835	65	24	4	14
3745	73	21	9	19
13559	55	19	.	13
6115	93	31	10	15
17632	54	28	8	14
9002	71	31	7	18
20007	12	4	6	0
13774	86	36	8	14
756	46	19	.	8
11514	80	33	7	10
19286	89	27	9	15
15455	80	34	8	14
16334	61	20	8	10
4995	80	32	6	16
19547	48	19	9	7
9275	44	15	.	8
1016	79	32	6	9
20696	52	20	9	10
20131	85	28	6	17
14945	63	13	6	13
543	58	23	.	11
10815	55	15	8	6
21194	38	18	11	6
19782	24	11	3	0
15185	67	24	7	11
501	90	24	7	17
687	79	25	5	16
15725	64	28	10	9
16134	54	20	8	11
13271	80	26	7	18
17423	20	6	.	0
20638	59	21	.	13
1193	77	40	.	12
11207	93	34	7	12
7597	28	10	10	5
19837	21	10	8	2
4615	40	13	.	7
8537	84	28	7	13
14764	69	33	8	18
16785	88	27	7	15
7845	51	26	8	7
17255	90	18	7	14
11821	95	42	7	20
8514	71	36	9	14
693	90	32	4	18
17453	94	29	9	.
8388	59	19	6	14
1841	83	34	9	10
14363	70	29	8	11
9890	71	25	7	15
20601	89	25	6	20
7526	90	32	.	14
20953	90	32	6	.
20309	80	33	7	11
13029	79	33	12	14
20507	55	31	8	15
19083	59	22	7	12
7443	53	27	7	6
14591	64	33	9	19
11769	55	24	8	13
2214	86	44	12	18
17187	45	17	8	6
12074	87	21	9	17
18186	99	38	8	18
3451	90	38	9	11
10993	97	32	10	17
16820	51	22	9	7
2213	50	19	4	9
13391	52	15	6	14
2649	83	34	10	14
16013	77	30	11	12
14166	8	4	8	0
9730	90	34	.	18
2486	75	30	7	17
14176	93	34	8	19
10162	49	21	5	12
13352	96	31	8	19
21005	75	30	9	15
14098	23	9	.	3
10395	84	27	9	13
19889	60	28	9	13
10985	94	41	7	18
6212	41	13	6	10
11980	67	25	6	16
12615	34	17	4	9
4403	64	24	4	12
7387	94	33	8	19
1140	86	32	10	15
10172	50	19	7	8
5893	54	19	6	13
9511	38	15	.	6
20033	23	9	8	2
20105	47	16	10	8
15285	60	32	6	12
1943	90	30	8	16
20730	66	28	6	8
3827	40	18	9	2
17328	54	20	6	15
20006	79	36	8	16
13180	77	18	7	12
50	75	35	9	10
7576	94	31	8	19
833	71	29	7	13
20269	65	25	8	12
11706	86	29	8	19
11509	58	26	8	12
6286	71	22	5	18
3200	22	10	6	1
20649	71	34	8	17
15080	55	23	8	14
4346	65	32	10	12
14734	36	15	4	6
3472	74	36	.	14
7658	88	29	7	11
16066	76	29	7	18
10256	35	17	9	6
9484	37	16	8	3
3646	77	27	9	15
298	29	9	4	4
13746	87	30	10	20
18986	90	28	6	19
1487	53	17	6	8
13104	61	22	.	14
8174	70	23	7	16
19564	50	19	8	8
1007	56	23	7	15
17332	76	18	8	18
13778	54	21	6	6
13719	76	34	7	7
984	83	25	.	14
16563	73	26	5	13
5114	54	29	6	14
14343	36	13	.	5
18508	76	18	9	17
15390	58	16	7	16
8754	67	22	6	14
570	77	26	6	17
15948	95	28	9	19
12170	76	24	9	15
16417	31	17	.	4
20041	41	14	11	5
6446	88	24	6	17
21120	26	11	9	7
7251	36	19	8	6
14820	76	24	5	19
7552	56	15	6	15
3430	72	27	7	18
8849	85	35	9	15
257	85	31	7	16
9540	63	30	9	19
12693	73	29	5	13
3626	70	23	8	15
2611	57	25	8	13
8892	60	17	7	15
11451	89	35	7	19
4459	41	16	4	9
11563	54	20	7	6
16360	18	10	8	0
18576	67	31	12	17
17757	88	38	10	18
1849	80	28	8	18
6046	93	33	7	17
14035	71	21	.	12
6545	45	23	8	11
2497	33	17	7	7
4045	90	36	10	19
1740	66	32	9	10
8533	50	21	.	9
14432	70	24	8	17
5137	59	29	10	11
5882	57	21	10	15
4860	67	27	7	11
20657	48	19	6	14
20972	97	33	12	18
8873	83	34	8	19
8196	66	15	4	10
17963	55	23	11	9
3047	86	25	7	17
18760	91	38	12	16
13377	50	17	7	11
6554	96	35	9	19
6769	16	4	4	12
6548	88	38	.	17
12847	60	28	10	9
7371	57	17	6	11
20170	91	42	9	16
15515	55	24	9	11
13610	71	24	5	13
15066	70	31	.	13
17857	16	4	6	0
1040	73	22	9	16
13956	26	11	8	4
2347	66	30	6	15
323	78	31	10	15
7506	42	23	7	12
12167	30	15	6	2
18519	45	20	.	8
166	3	9	7	2
17042	53	22	6	13
16678	36	19	4	6
12829	80	33	8	15
18152	93	31	7	15
18657	83	26	5	17
9521	54	18	.	9
6309	37	20	4	9
14590	90	32	10	18
2351	57	26	7	12
4762	81	28	8	9
2668	68	19	5	5
2132	74	25	3	18
6151	52	18	5	12
1923	54	20	.	14
20878	76	24	5	14
12511	91	23	6	18
1630	45	16	6	12
19151	97	33	9	18
17501	93	34	.	17
17245	89	29	7	15
14556	40	15	6	13
1869	95	31	.	12
7107	48	20	.	9
2336	59	19	4	17
3569	64	23	.	9
10319	32	14	6	11
3377	42	20	5	5
19870	81	16	6	13
4571	70	19	6	14
6771	17	9	9	2
9079	78	22	7	16
18337	78	34	7	11
20401	36	16	4	5
14015	67	25	8	14
14900	41	18	7	9
5014	29	13	5	4
11520	74	14	.	14
5660	32	9	.	0
3515	79	29	7	16
13058	56	21	8	9
12192	88	30	9	17
10631	84	35	8	17
14025	50	14	.	13
9059	36	14	5	11
7905	33	18	6	3
11351	91	37	10	17
13717	14	4	10	2
20416	63	18	.	18
11763	65	28	7	13
1263	62	18	6	13
8330	80	27	9	16
12791	53	24	6	12
4069	47	17	.	6
10804	68	26	9	12
18894	46	23	9	13
10650	66	29	7	11
17161	80	33	7	12
15701	58	26	.	16
11197	62	33	9	13
8612	43	19	7	7
9601	75	25	7	16
6143	24	10	6	5
9263	74	32	7	16
9084	52	16	4	10
4194	93	29	7	19
243	69	27	8	9
11388	35	10	6	8
3478	72	25	8	10
1327	55	22	6	14
15719	89	27	8	15
575	96	31	10	20
19560	90	28	3	17
9835	96	39	8	19
11631	64	25	7	17
17450	60	23	7	12
7646	23	10	8	3
12816	60	15	.	9
20501	50	18	8	12
1898	56	14	7	11
18800	46	15	.	8
1473	75	32	10	12
2626	92	35	15	12
14505	73	27	7	13
14849	77	23	4	14
7138	95	39	10	18
8803	89	33	8	13
7131	93	27	9	14
14018	66	20	6	15
1392	97	36	.	19
2650	74	28	.	10
7197	49	20	6	8
12364	65	25	7	10
14236	95	39	9	20
9953	44	17	7	3
20799	55	20	3	11
18758	95	27	4	16
17478	56	21	.	14
3574	81	29	10	14
13447	52	18	6	9
2943	43	20	7	16
17203	84	22	7	18
13093	57	26	7	13
2856	73	22	6	13
21012	76	29	11	14
6248	50	23	11	10
20746	50	21	6	8
7630	26	7	7	3
5071	59	20	8	15
12917	19	12	2	1
9463	70	25	5	15
131	77	29	7	15
5625	70	28	4	16
7710	65	23	9	14
5858	94	37	7	18
20486	48	16	7	8
1092	33	18	7	5
6144	86	25	8	19
3132	63	19	4	10
18051	99	39	12	17
17917	80	30	8	13
12961	62	24	9	9
5161	89	32	8	14
14201	81	21	8	13
20580	87	28	6	14
8933	88	35	6	20
15469	67	36	9	9
11440	62	29	9	15
4682	49	16	.	13
8275	74	31	8	17
9051	82	26	5	17
531	46	15	6	12
19445	58	27	8	9
3914	47	25	8	8
12726	80	35	10	15
9776	57	25	8	10
2373	40	19	5	11
17194	64	24	5	14
4567	57	18	4	10
9859	71	28	7	15
13045	54	20	8	13
18107	58	19	4	12
11673	96	42	11	19
13810	85	30	9	15
6559	96	38	.	17
13587	76	30	9	12
1386	76	18	6	13
13157	78	32	6	14
2000	85	28	7	16
11185	92	36	12	14
14402	86	40	9	19
1647	44	18	7	2
4318	16	4	4	0
17642	37	14	7	5
13296	41	13	8	11
18888	82	19	7	10
9559	96	42	10	19
18485	70	32	8	14
20767	82	35	11	17
7735	47	28	7	13
7396	66	21	6	13
8456	47	19	5	6
9317	56	25	11	13
12937	58	23	7	8
12244	73	23	6	9
4541	23	7	7	6
10525	80	22	5	17
9346	94	36	8	18
10972	57	13	4	16
9915	77	29	.	15
18097	81	30	.	17
12552	66	22	5	14
13068	96	29	.	19
17777	99	35	.	16
7486	73	24	4	17
19759	95	31	8	19
12581	70	30	6	14
16328	42	18	9	4
16696	84	28	10	17
8887	48	23	10	10
5534	60	26	.	9
21261	83	33	7	18
7005	95	36	8	19
14674	86	26	8	17
10907	87	41	9	18
8310	85	30	10	17
6978	47	18	5	10
11106	16	9	8	1
13977	98	42	10	19
7383	42	17	.	4
17344	39	16	.	4
14911	88	21	7	15
5148	90	36	7	15
12325	45	21	7	16
20623	44	17	8	6
4323	40	17	6	6
6479	53	22	6	7
19241	88	29	8	18
11147	42	14	6	12
607	89	28	7	18
16277	78	29	9	13
14800	56	16	8	15
8850	73	28	5	16
6812	79	34	7	14
14414	90	30	7	18
778	18	12	9	3
347	58	23	6	11
4398	71	26	.	12
12974	85	28	.	18
276	84	26	.	18
15292	38	17	.	4
7790	65	30	5	19
17124	94	42	9	18
14419	82	30	10	15
11064	51	24	9	15
21294	37	16	7	2
17534	72	30	8	14
15430	94	40	7	18
4252	60	24	.	12
5272	55	29	12	13
18937	92	34	8	19
19394	79	35	11	9
9351	57	24	7	10
4637	65	30	10	11
7095	40	14	7	4
19258	66	26	.	15
11543	15	8	4	3
1701	76	25	4	16
19296	81	21	3	13
19887	89	31	5	17
15046	81	39	13	16
3161	81	32	2	16
12977	43	18	6	6
10450	78	25	9	19
18104	58	26	7	12
16447	55	22	.	12
1022	67	22	7	17
21035	89	32	8	19
16503	80	28	6	14
3282	95	40	11	17
11368	51	17	7	7
16706	65	25	.	13
4998	51	25	9	16
11961	65	25	7	14
10143	57	20	7	17
11647	93	32	8	16
4404	79	27	8	18
15391	88	31	6	15
242	83	37	9	16
15551	73	31	8	13
4547	78	38	8	14
20312	58	21	7	9
15881	60	15	7	12
21125	94	35	9	19
12078	48	21	8	7
18383	73	25	8	19
5981	82	31	7	15
19988	91	26	9	18
17719	50	20	6	10
12422	95	34	8	19
19835	86	32	8	18
18783	70	25	6	14
7026	93	38	13	17
8213	67	21	6	16
8352	79	24	7	15
18219	76	23	7	16
18420	52	13	.	8
16480	68	27	.	15
2727	89	23	.	19
19230	74	30	7	9
16216	83	23	7	14
17091	97	36	7	18
9684	89	28	11	18
735	81	32	7	15
9335	67	24	6	17
18552	59	23	.	13
4758	29	15	9	6
2981	69	24	8	11
7974	80	22	7	8
17449	92	31	11	17
5395	75	26	.	16
10170	77	20	8	15
3598	53	23	.	12
6861	82	38	9	18
4017	60	18	5	13
11392	48	19	7	10
16783	52	22	9	6
8551	38	15	6	11
1574	55	36	7	13
14445	52	22	8	5
15784	79	25	7	17
17549	97	36	11	18
8341	51	22	.	7
11082	94	30	9	15
15702	43	16	.	7
7225	83	36	8	15
3977	62	29	7	11
9426	88	22	7	17
2187	89	32	7	13
7938	64	16	8	16
7782	85	30	10	19
33	89	38	5	12
16179	79	24	8	13
7537	38	16	8	7
15530	85	30	11	14
18007	47	21	6	10
18726	50	18	5	7
18392	82	28	4	18
10424	84	32	8	18
799	35	18	8	4
18879	40	16	.	4
5314	86	22	9	17
10193	11	2	.	0
5571	80	25	9	7
19393	63	18	6	9
12734	85	30	7	15
888	89	40	9	19
3120	80	24	6	17
16576	61	37	.	15
11289	92	31	7	20
9264	62	26	7	13
10388	47	22	8	9
17818	85	34	9	16
14713	91	34	6	15
8944	68	24	8	15
16312	41	16	.	9
11714	85	33	8	13
12837	59	25	8	7
4013	90	30	.	18
3833	67	22	5	14
11010	61	24	5	12
15877	69	26	6	14
14113	41	15	4	7
7508	99	38	8	18
11951	65	23	6	12
228	11	3	6	0
15651	60	27	6	11
7499	27	12	5	3
15454	63	24	5	9
16362	45	24	10	10
20920	87	31	11	14
9814	89	32	8	15
20724	87	26	7	16
5267	62	20	5	13
20116	88	33	10	18
1772	61	25	7	15
20014	73	34	8	18
14214	83	36	9	14
1485	51	18	9	4
6926	58	22	8	11
15007	34	13	.	8
13431	86	34	7	18
3683	58	16	5	12
906	82	35	6	16
2047	22	11	.	2
14313	84	32	.	14
