     3.000    38.000     8.000     8.000     4.000   106.000   116.000     1.788   -41.729     3.106   -42.788     0.113     0.000     0.887     3.000    1
    16.000    55.000     7.000     4.000     1.000    98.000   122.000    -2.650     4.747    -2.653     4.356     0.045     0.955     0.000     2.000    2
    23.000    49.000     7.000     6.000    13.000   102.000   117.000    -3.895     6.418    -4.479     8.043     0.924     0.022     0.054     1.000    3
    21.000    53.000    10.000     6.000     5.000    99.000   119.000   -11.000     3.004   -10.992     2.523     0.041     0.959     0.000     2.000    4
    28.000    31.000     9.000     8.000     7.000   100.000   126.000     0.089    -7.277     0.117    -7.361     0.002     0.000     0.998     3.000    5
    39.000    18.000         *     9.000    13.000   105.000   120.000    -3.200     1.621    -3.198     1.619     0.000     0.000     1.000     3.000    6
    18.000    32.000     8.000     7.000     5.000   105.000   119.000     2.514   -18.620     2.930   -19.574     0.035     0.000     0.964     3.000    7
    19.000    44.000     5.000     4.000     4.000   100.000   117.000     1.262    16.144     1.206    17.820     0.795     0.194     0.010     1.000    8
    47.000    22.000    11.000     8.000    13.000   105.000   120.000    -4.562    13.780    -4.562    13.780     0.000     0.000     1.000     3.000    9
    30.000    29.000    10.000     6.000    13.000    97.000   119.000    -2.109    -8.303    -0.522   -11.321     0.010     0.119     0.870     3.000   10
    27.000    38.000     8.000     6.000     9.000   103.000   120.000     2.753    -6.503     3.674    -8.952     0.049     0.032     0.919     3.000   11
    38.000    29.000     8.000     7.000     9.000   101.000   116.000     2.198     8.028     2.198     8.028     0.000     0.000     1.000     3.000   12
    10.000    54.000         *     2.000     7.000   104.000   118.000     5.486   -15.774     3.854   -19.413     0.370     0.630     0.000     2.000   13
     3.000    69.000     2.000     1.000         *   104.000   115.000    12.518   -20.947    12.613   -19.941     0.664     0.336     0.000     1.000   14
    28.000    32.000     8.000     8.000    13.000   102.000   119.000     2.118   -12.730     2.160   -12.842     0.003     0.000     0.997     3.000   15
    40.000    17.000     9.000     8.000     9.000   105.000   124.000    -0.994     9.219    -0.994     9.219     0.000     0.000     1.000     3.000   16
    36.000    27.000     9.000     8.000    10.000   104.000   118.000    -0.296     2.014    -0.296     2.014     0.000     0.000     1.000     3.000   17
    50.000    29.000     9.000     7.000    15.000   108.000   118.000     0.088    19.422     0.088    19.422     0.000     0.000     1.000     3.000   18
    32.000    25.000    10.000     8.000    10.000    98.000   124.000    -2.129    -5.675    -2.122    -5.695     0.000     0.000     0.999     3.000   19
    28.000    25.000    10.000     8.000    13.000   105.000   111.000    -1.997   -15.302    -1.920   -15.490     0.006     0.000     0.994     3.000   20
    40.000    31.000    10.000     9.000     9.000   107.000   118.000    -2.708     8.106    -2.708     8.106     0.000     0.000     1.000     3.000   21
    51.000    28.000     8.000     9.000    12.000   100.000   121.000     0.534    24.746     0.534    24.746     0.000     0.000     1.000     3.000   22
    36.000    37.000     8.000     6.000     9.000   103.000   121.000     3.310     5.534     3.322     5.496     0.000     0.001     0.999     3.000   23
    33.000    29.000     9.000     7.000     7.000    93.000   120.000     0.464     1.029     0.467     1.020     0.000     0.000     1.000     3.000   24
    34.000    30.000     9.000     7.000     9.000    94.000   119.000     0.530     0.438     0.534     0.425     0.000     0.000     1.000     3.000   25
    10.000    58.000     6.000     5.000     6.000   103.000   122.000    -0.520   -13.040    -0.524   -12.766     0.969     0.030     0.000     1.000   26
    31.000    31.000     9.000     8.000     6.000    94.000   121.000    -0.011    -1.393    -0.005    -1.414     0.000     0.000     0.999     3.000   27
    23.000    41.000     9.000     9.000    10.000   102.000   120.000    -4.935    -6.741     0.270   -18.819     0.425     0.000     0.575     3.000   28
    17.000    43.000     9.000     6.000     8.000   105.000   118.000    -8.389    -7.520    -9.352    -1.999     0.599     0.327     0.074     1.000   29
    17.000    45.000     7.000     7.000     3.000   100.000   120.000    -3.623     5.305    -5.552    10.133     0.822     0.003     0.175     1.000   30
    11.000    57.000     3.000    -1.000    10.000   105.000   119.000    10.662   -15.747    10.661   -15.758     0.002     0.998     0.000     2.000   31
    34.000    21.000    11.000    10.000     6.000   105.000   123.000    -5.597    -0.144    -5.595    -0.149     0.000     0.000     1.000     3.000   32
    45.000    27.000     9.000     7.000    10.000   104.000   115.000     0.030    16.903     0.030    16.903     0.000     0.000     1.000     3.000   33
    23.000    39.000    13.000    10.000         *    98.000   118.000   -22.052     8.380   -22.061     8.562     0.985     0.015     0.000     1.000   34
     8.000    51.000     5.000     3.000     2.000   104.000   121.000     2.775   -13.057     2.758   -16.111     0.406     0.594     0.000     2.000   35
    23.000    39.000    12.000     9.000     9.000   104.000   112.000   -18.897     6.812   -18.971     7.436     0.962     0.034     0.004     1.000   36
    15.000    58.000     6.000     4.000     7.000   102.000   124.000     0.072    -4.007     0.086    -0.159     0.530     0.470     0.000     1.000   37
     5.000    49.000     3.000     4.000     2.000   101.000   110.000     6.571   -14.909     6.571   -14.901     0.999     0.001     0.000     1.000   38
    22.000    50.000     8.000     7.000    11.000   106.000   111.000    -6.996     6.132    -7.479     7.392     0.945     0.013     0.042     1.000   39
    27.000    37.000     8.000     7.000     5.000   100.000   119.000     2.752    -4.435     2.904    -4.914     0.012     0.001     0.987     3.000   40
    39.000    32.000     9.000     8.000    13.000   102.000   114.000    -0.055     3.661    -0.055     3.659     0.000     0.000     1.000     3.000   41
    25.000    35.000    10.000     9.000     6.000    96.000   117.000    -4.404    -6.305    -2.064   -12.534     0.182     0.001     0.817     3.000   42
    55.000    32.000     8.000     7.000    11.000   101.000   120.000     1.844    33.253     1.844    33.253     0.000     0.000     1.000     3.000   43
    14.000    60.000     8.000     7.000     4.000   113.000   117.000    -6.685    -1.280    -6.694    -1.054     0.979     0.020     0.000     1.000   44
    25.000    33.000     9.000     8.000     8.000   101.000   121.000     0.075   -12.514     0.348   -13.238     0.022     0.000     0.978     3.000   45
    10.000    67.000     5.000     4.000     5.000   101.000   117.000     3.099    -9.401     3.104    -8.652     0.899     0.101     0.000     1.000   46
    10.000    59.000     6.000     2.000     7.000   104.000   121.000     1.908   -21.299     1.908   -21.385     0.011     0.989     0.000     2.000   47
    29.000    34.000     8.000     7.000     8.000    97.000   121.000     2.707    -5.042     2.744    -5.160     0.003     0.000     0.997     3.000   48
    31.000    39.000     7.000     6.000     9.000   104.000   116.000     5.328    -0.873     5.446    -1.279     0.009     0.002     0.989     3.000   49
    18.000    51.000     8.000     6.000     9.000   110.000   125.000    -6.340    -1.298    -6.546     0.518     0.848     0.136     0.016     1.000   50
    30.000    39.000    11.000     9.000    11.000   102.000   124.000   -11.447     9.491   -16.897    24.615     0.562     0.024     0.414     1.000   51
    25.000    50.000     7.000         *    10.000   103.000   117.000    -3.319    14.349    -3.018    12.161     0.426     0.533     0.041     2.000   52
    18.000    67.000     2.000     3.000     8.000   104.000   119.000    10.500    12.513    10.501    12.525     0.997     0.003     0.000     1.000   53
    24.000    34.000    10.000     9.000    10.000   101.000   119.000    -4.821   -12.136    -1.993   -18.657     0.221     0.000     0.778     3.000   54
    26.000    58.000     7.000     3.000    11.000   103.000   115.000    -1.905    14.229    -1.906    14.196     0.004     0.996     0.000     2.000   55
    16.000    57.000     7.000     5.000     1.000    96.000   117.000    -3.247     7.348    -3.266     3.736     0.407     0.593     0.000     2.000   56
    36.000    32.000    10.000    10.000    12.000    99.000   120.000    -3.089    -2.018    -3.076    -2.060     0.001     0.000     0.999     3.000   57
     8.000    65.000     4.000     1.000     3.000    99.000   124.000     7.387   -13.370     7.383   -13.501     0.023     0.977     0.000     2.000   58
    33.000    29.000     9.000     8.000     8.000   107.000   124.000    -0.135    -0.501    -0.134    -0.505     0.000     0.000     1.000     3.000   59
    52.000    30.000    11.000    10.000    13.000   106.000   120.000    -5.542    21.299    -5.542    21.299     0.000     0.000     1.000     3.000   60
    40.000    28.000     9.000     8.000    11.000   102.000   113.000    -0.351     7.367    -0.351     7.367     0.000     0.000     1.000     3.000   61
    42.000    32.000     8.000     7.000    11.000   111.000   126.000     2.274    12.332     2.274    12.332     0.000     0.000     1.000     3.000   62
    42.000    28.000     9.000     8.000    10.000    99.000   128.000    -0.440    11.705    -0.440    11.705     0.000     0.000     1.000     3.000   63
    34.000    28.000         *     7.000    11.000   100.000   123.000     1.219    -1.340     1.247    -1.381     0.000     0.001     0.998     3.000   64
    40.000    18.000     9.000     7.000     8.000   108.000   117.000    -0.339    10.778    -0.339    10.778     0.000     0.000     1.000     3.000   65
    44.000    22.000    10.000     9.000     9.000   104.000   119.000    -3.329    14.226    -3.329    14.226     0.000     0.000     1.000     3.000   66
