2885	101	130	52	22	6	12
2900	102	116	33	10	8	5
2901	102	116	63	25	7	17
2903	100	117	57	21	7	10
2919	104	116	66	25	6	15
2921	103	117	66	20	7	11
2925	.	117	91	33	.	17
2932	102	115	53	15	7	6
2934	102	116	42	18	7	7
2938	102	114	85	28	8	15
2942	104	117	89	36	11	16
2948	102	119	82	31	8	16
2961	102	117	69	25	9	12
2962	103	122	35	15	3	7
2963	103	114	59	23	2	9
2972	105	114	52	27	8	11
2973	103	117	55	21	8	6
2977	.	123	83	26	.	16
2979	104	118	88	36	8	18
2986	99	114	36	13	9	5
2988	105	117	79	23	7	17
2995	.	121	22	8	.	4
2998	103	119	38	16	5	6
3002	.	119	53	17	.	12
3008	101	118	66	24	7	13
3009	102	117	63	18	6	10
3010	.	118	37	19	.	8
3014	100	122	27	17	7	1
3020	102	118	67	22	8	14
3034	102	126	32	16	5	2
3036	102	118	87	30	7	17
3046	.	118	52	19	.	12
3055	103	123	55	20	5	13
3059	102	120	78	16	6	14
3063	100	118	89	34	4	17
3065	100	117	87	28	4	18
3070	101	117	92	38	8	15
3086	103	115	55	20	6	11
3092	111	121	96	39	7	20
3097	103	116	90	25	7	15
3104	103	114	82	33	6	18
3109	108	118	39	18	8	7
3116	103	117	57	32	8	12
3122	101	119	80	37	7	18
3127	105	117	42	15	7	12
3138	104	117	33	9	8	7
3139	102	119	56	16	6	10
3156	104	128	81	41	11	15
3164	102	119	32	16	10	8
3166	103	116	77	23	7	14
3172	105	114	41	15	7	14
3185	103	128	55	18	7	10
3187	107	121	42	18	7	11
3194	108	128	36	14	3	7
3196	105	116	52	18	5	4
3199	.	119	95	33	.	19
3204	107	120	54	25	7	10
3224	104	117	87	34	7	16
3226	102	117	82	32	8	10
3229	103	118	86	33	6	19
3238	.	129	91	39	.	15
3240	109	123	94	37	10	15
3245	.	120	59	20	.	9
3247	102	118	67	22	6	16
3257	100	114	74	25	10	20
3269	104	116	66	26	6	18
3277	103	116	61	21	5	16
3283	105	120	72	16	7	10
3298	101	124	68	31	7	12
3302	.	130	24	9	.	1
3311	.	119	34	15	.	7
3317	101	118	76	30	4	12
3319	104	113	59	26	7	14
3323	102	122	60	27	9	10
3327	102	118	95	37	9	19
3328	109	117	68	28	8	14
3338	105	115	66	28	5	13
3339	107	120	83	29	11	16
3345	118	119	90	31	9	17
3346	103	121	77	30	4	14
3347	106	118	78	25	7	9
3349	102	113	23	10	6	4
3370	104	121	94	30	7	14
3373	.	117	57	20	.	12
3379	99	123	94	33	5	16
3382	104	118	76	37	9	16
3383	103	118	44	16	5	12
3388	103	123	23	10	5	5
3400	117	117	87	34	11	14
3418	103	120	64	23	8	14
3422	.	119	76	25	.	17
3440	103	118	38	19	9	6
3465	.	116	90	31	.	16
3466	106	118	65	29	10	16
3468	.	122	98	34	.	19
3477	104	116	73	28	8	11
3481	.	117	79	25	.	16
3484	102	117	63	17	8	17
3497	101	115	52	28	7	11
3500	103	118	62	21	8	16
3504	103	114	66	25	5	9
3518	101	115	56	20	8	13
3528	.	127	46	25	.	11
3540	102	117	79	25	8	14
3543	103	115	54	17	6	16
3558	105	116	39	14	8	8
3572	103	114	91	34	11	15
3577	.	125	89	29	.	15
3582	101	125	68	28	7	14
3583	103	117	55	20	6	8
3585	104	118	72	29	6	13
3599	103	117	83	40	9	17
3606	104	117	96	37	7	19
3609	100	118	60	21	7	11
3616	.	122	78	26	.	17
3638	102	115	36	15	7	7
3640	102	116	53	23	6	12
3648	.	118	77	26	.	18
3652	102	113	64	25	9	14
3663	107	122	70	28	6	11
3676	104	117	56	15	.	15
3682	105	114	47	15	2	6
3686	100	123	94	28	8	19
3687	102	118	91	30	10	15
3690	103	115	45	11	3	7
3711	.	117	63	21	.	14
3715	103	121	94	40	7	16
3716	105	126	67	20	8	16
3717	116	129	77	31	8	18
3719	109	117	85	29	6	13
3740	105	118	77	32	8	18
3741	102	114	71	23	7	13
3762	100	116	84	30	9	16
3769	104	117	41	12	10	11
3779	104	117	97	31	9	17
3795	107	119	72	24	9	12
3797	102	128	46	26	8	14
3799	102	117	44	22	7	14
3809	.	115	14	11	.	1
3828	103	117	83	30	8	12
3831	99	118	55	21	6	16
3832	106	115	77	19	8	13
3834	103	114	69	24	8	15
3846	103	120	95	33	9	18
3848	104	116	75	30	7	11
3851	103	117	47	21	5	4
3854	117	128	22	9	4	1
3858	102	118	66	23	8	15
3861	104	119	85	28	7	18
3864	104	128	99	33	8	20
3865	103	115	80	26	7	17
3867	102	129	92	29	6	16
3869	104	134	91	37	12	16
3870	100	120	40	19	7	6
3871	102	123	96	23	6	18
3872	103	117	81	30	7	16
3888	99	116	73	19	9	15
3895	100	120	53	19	7	6
3900	.	119	50	23	.	13
3905	102	118	60	33	6	11
3912	.	140	88	30	.	19
3922	99	121	90	36	10	17
3933	102	115	78	27	10	14
3943	102	117	89	29	6	17
3968	.	126	14	7	.	2
3970	.	121	43	14	.	2
3972	100	116	56	23	9	15
3974	106	127	93	31	8	11
3985	103	116	69	18	6	11
3988	105	124	86	33	7	20
3989	103	116	66	33	6	13
4002	102	116	82	34	11	11
4006	103	115	44	18	7	8
4009	111	114	60	27	10	14
4011	.	119	85	28	.	15
4012	112	124	94	32	11	17
4026	103	121	54	25	9	8
4036	102	114	59	27	9	9
4037	102	118	17	7	5	0
4038	102	119	84	26	8	19
4053	101	129	82	34	6	11
4054	103	118	73	36	8	10
4058	109	116	85	30	8	16
4064	.	135	35	20	.	6
4078	102	114	91	40	8	14
4084	108	122	60	33	8	14
4086	.	122	23	11	.	1
4098	.	117	73	29	.	13
4099	105	114	81	31	5	16
4110	102	116	44	17	5	11
4115	104	121	59	30	9	15
4118	103	118	80	22	11	15
4120	110	123	76	23	8	15
4121	103	118	51	23	8	9
4124	101	115	81	33	9	17
4129	102	114	88	34	12	16
4131	101	123	48	24	6	9
4133	102	116	80	36	11	15
4139	103	116	92	36	8	18
4155	102	117	82	21	8	15
4157	101	115	16	11	4	2
4160	103	113	49	26	7	11
4180	103	117	65	24	6	9
4191	103	130	61	23	7	13
4193	107	116	36	25	9	7
4199	103	118	49	20	5	7
4201	.	124	8	4	.	.
4205	102	117	89	37	11	17
4232	103	115	44	21	7	10
4242	.	115	83	21	.	14
4245	105	115	76	28	8	16
4264	.	122	64	22	.	18
4274	103	114	69	24	7	10
4282	100	113	56	29	8	10
4283	101	118	50	18	6	12
4284	105	119	69	34	11	7
4287	99	117	26	10	6	2
4294	113	120	67	21	9	10
4303	121	116	55	33	7	11
4306	101	123	28	11	8	6
4307	114	126	34	15	11	4
4308	102	118	65	20	4	13
4316	105	116	45	13	4	18
4320	105	114	40	13	4	6
4327	102	119	58	32	9	14
4330	.	123	67	19	.	12
4333	103	114	88	28	8	13
4334	.	118	55	20	.	14
4354	103	118	42	19	8	4
4361	104	117	30	16	8	2
4368	102	118	43	15	7	4
4371	108	118	69	31	8	12
4379	106	137	93	30	8	19
4380	103	113	56	21	5	8
4381	.	116	27	15	.	2
4384	102	118	96	35	8	16
4389	103	123	86	38	8	18
4390	102	117	77	32	8	18
4393	103	118	72	33	9	16
4397	102	123	62	35	.	16
4399	102	118	48	16	5	7
4402	103	117	39	23	8	5
4410	.	121	64	25	.	12
4412	120	124	89	32	8	19
4420	.	118	51	19	.	12
4437	103	119	83	37	11	14
4446	103	117	54	18	10	10
4450	102	117	87	33	10	14
4451	102	120	90	33	8	20
4456	101	118	55	17	8	9
4457	103	116	86	30	7	13
4467	.	115	19	11	.	0
4496	100	116	59	23	7	13
4501	103	117	100	40	13	19
4508	108	126	71	27	6	10
4509	101	117	50	22	8	6
4511	.	121	70	22	.	15
4520	100	117	53	22	7	6
4525	101	119	35	12	4	6
4528	107	115	55	18	5	12
4544	105	117	65	25	11	11
4550	105	123	59	27	7	11
4555	102	118	28	13	6	2
4557	103	119	85	32	10	19
4559	102	117	51	19	8	13
4560	102	117	56	18	6	14
4568	102	121	90	36	9	18
4573	103	127	68	32	3	11
4575	110	123	92	40	6	18
4576	118	121	36	18	7	8
4582	104	114	81	23	5	13
4603	.	125	72	34	.	10
4606	103	115	57	26	10	9
4612	104	116	62	24	8	13
4614	108	115	47	23	6	11
4619	102	117	90	39	7	16
4622	104	118	42	19	9	6
4627	.	117	80	29	.	15
4639	102	114	86	31	11	19
4649	104	124	78	33	9	15
4656	101	116	91	28	9	14
4657	119	119	87	26	7	15
4659	103	128	96	39	10	16
4684	101	116	60	31	8	7
4692	103	119	83	31	5	17
4702	103	120	83	22	5	14
4711	103	118	46	20	8	14
4718	105	120	82	36	9	18
4719	103	120	76	24	9	13
4723	102	119	81	29	2	17
4728	100	116	86	22	8	18
4730	105	117	84	30	7	14
4735	103	118	64	31	7	16
4743	103	114	51	18	5	14
4752	102	120	52	19	9	10
4756	113	129	96	35	8	16
4764	103	117	47	19	10	5
4768	102	119	51	22	5	12
4780	104	121	96	34	11	19
4786	105	114	72	29	6	14
4795	106	115	74	33	8	16
4798	103	120	80	28	7	18
4802	102	117	69	29	8	12
4807	.	122	43	17	.	4
4809	101	124	85	31	8	17
4810	102	117	86	33	10	18
4815	104	119	74	25	8	13
4822	105	123	89	32	12	17
4833	103	117	56	30	10	12
4834	.	119	54	17	.	13
4835	103	120	83	33	6	10
4836	105	118	92	38	11	18
4839	103	115	43	16	6	9
4848	102	118	69	35	7	15
4850	102	113	25	9	6	5
4867	102	123	82	37	8	17
4887	102	114	85	27	5	14
4890	.	128	69	31	.	13
4898	103	119	78	29	8	14
4914	.	123	83	29	.	18
4915	101	116	37	22	7	10
4916	102	123	39	14	7	11
4917	102	118	55	26	10	11
4925	103	121	87	24	3	14
4928	102	119	81	36	8	13
4932	103	120	32	16	6	3
4933	.	114	53	17	.	13
4934	.	123	78	27	.	17
4938	103	118	63	31	6	15
4941	.	116	81	29	.	16
4945	.	119	47	21	.	10
4953	.	115	74	27	.	10
4959	103	119	34	14	6	2
4960	101	117	73	28	3	16
4966	101	118	93	34	8	15
4971	113	119	90	26	7	14
4973	102	116	92	33	9	16
4981	103	116	85	29	4	17
4993	102	117	50	23	7	12
5001	103	119	13	3	8	0
5002	119	121	85	28	3	12
5013	104	120	56	27	8	13
5016	120	126	74	38	10	12
5019	97	125	28	11	6	.
5023	103	118	75	35	10	18
5041	105	118	76	27	8	12
5047	103	118	65	31	7	14
5048	.	138	39	17	.	9
5049	109	120	37	18	7	6
5053	.	116	22	11	.	.
5077	103	115	70	23	10	13
5080	102	121	48	18	3	12
5083	104	115	89	29	9	16
5091	104	117	78	27	9	15
5095	.	116	62	32	.	11
5099	103	118	83	33	6	14
5106	102	117	36	14	6	6
5108	104	117	31	14	7	6
5113	103	121	63	32	8	12
5116	103	121	65	32	9	11
5138	102	115	60	23	9	10
5139	105	115	80	29	.	16
5147	103	121	68	25	7	15
5149	103	118	62	26	7	13
5154	.	118	45	18	.	5
5157	102	116	61	23	7	11
5167	104	116	55	29	9	19
5168	102	119	69	32	7	12
5173	.	124	82	17	.	15
5178	104	120	79	26	3	16
5179	103	114	64	26	6	6
5183	.	117	91	29	.	18
5184	99	115	50	17	7	17
5186	100	123	65	27	6	12
5187	102	127	93	34	8	19
5200	102	120	81	27	7	17
5207	103	115	57	15	5	13
5212	104	114	74	35	8	15
5220	104	118	70	29	11	15
5222	102	116	18	10	8	0
5229	.	116	83	33	.	15
5230	103	118	74	34	12	13
5235	102	116	86	29	10	13
5236	103	115	53	16	6	9
5237	.	125	50	19	.	7
5251	103	117	80	27	8	17
5254	102	117	92	29	6	14
5262	101	117	85	35	10	16
5265	102	119	12	3	7	2
5270	111	123	68	30	11	18
5271	102	127	94	4	7	15
5273	101	119	53	22	6	7
5278	107	118	56	23	5	13
5283	101	124	45	20	5	9
5293	101	115	96	38	12	16
5302	104	113	56	19	6	14
5303	104	115	53	16	7	13
5308	103	117	91	30	9	14
5310	.	117	95	31	.	18
5312	101	117	75	26	6	18
5313	.	126	83	24	.	13
5319	103	118	80	29	7	11
5320	104	118	20	9	7	7
5322	102	121	89	30	8	10
5324	102	114	77	24	6	10
5325	104	117	53	22	5	8
5337	.	117	40	19	.	7
5339	103	118	90	31	7	16
5340	104	117	20	9	6	0
5358	103	118	93	25	7	19
5382	105	118	52	23	11	6
5386	104	118	71	23	8	10
5405	105	115	80	30	8	18
5412	100	116	90	28	8	19
5421	.	121	56	17	.	11
5431	102	119	52	28	10	11
5445	104	114	30	12	5	4
5462	101	114	96	37	10	19
5464	.	114	52	19	.	14
5466	105	121	90	34	8	17
5474	102	118	65	33	10	13
5487	100	117	38	15	9	3
5494	101	115	63	26	7	8
5505	102	117	94	33	8	18
5506	104	118	74	24	9	16
5523	102	114	53	19	8	13
5537	102	120	48	23	7	9
5541	102	118	28	11	6	3
5545	103	118	95	37	11	18
5548	108	120	68	19	7	16
5549	103	120	37	16	7	7
5564	104	117	81	24	7	19
5578	.	122	84	29	.	14
5579	104	113	94	37	10	13
5595	102	117	92	29	6	20
5605	104	115	93	37	9	16
5617	102	119	91	29	7	16
5621	101	114	46	23	7	7
5642	103	118	92	25	6	16
5643	99	118	69	33	7	15
5646	104	114	83	29	9	17
5654	102	118	33	14	9	0
5665	103	118	90	32	10	18
5667	103	119	49	25	6	6
5669	101	118	58	24	7	12
5678	104	115	83	31	6	17
5679	102	120	53	20	9	10
5681	103	118	89	36	8	17
5701	106	124	55	25	10	12
5706	104	115	74	22	7	15
5717	115	118	89	35	11	19
5722	.	121	71	30	.	12
5726	108	121	59	22	6	17
5736	102	125	64	22	7	9
5738	102	121	93	29	9	20
5748	102	115	74	31	10	14
5752	106	122	20	9	2	2
5766	107	118	36	17	5	8
5772	105	127	68	21	4	9
5775	104	131	81	31	9	14
5779	101	125	62	27	3	9
5780	114	122	39	16	7	8
5787	101	121	59	26	6	12
5792	103	120	75	31	8	17
5800	103	128	76	37	10	20
5804	103	116	69	19	5	13
5811	103	115	32	23	9	10
5814	101	116	81	18	7	17
5817	.	117	69	21	.	14
